artists,genres
Agustín Barrios Mangoré,"['classical guitar', 'guitarra clasica', 'latin classical', 'polca paraguaya']"
Agustín Irusta,['vintage tango']
Agustín Lara,"['bolero', 'bolero mexicano']"
Agustín León Ara,[]
Agustin Magaldi,[]
AH Mann,[]
Ahlam,['arab pop']
Ahmad Jamal,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz funk', 'jazz fusion', 'jazz piano', 'soul jazz', 'stride', 'vocal jazz']"
Ahmad Jamal Quintet,[]
Ahmad Jamal Trio,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz trio', 'soul jazz', 'stride']"
Ahmad Lewis,[]
Ahmad Shamlou,[]
Ahmad Zahir,"['afghan pop', 'afghan traditional']"
Ahmed Dilawar,[]
Ahmed Helmy,"['progressive house', 'progressive trance', 'trance', 'uplifting trance']"
Ahmed Party,[]
Ahmed Romel,"['progressive trance', 'progressive uplifting trance', 'uplifting trance']"
Ahmet Celal Bey,[]
Ahmet Kaya,['turkish folk']
Ahmet Üstün,[]
Ai Nam,['thai folk rock']
Aida Cuevas,"['bolero', 'mariachi', 'ranchera']"
Aidan O'Rourke,"['scottish fiddle', 'scottish folk']"
AIIID,[]
Aiiso,[]
Aiko,"['alternative r&b', 'dance pop', 'pop', 'r&b', 'urban contemporary']"
Aim,"['chillhop', 'lo-fi beats']"
Aima The Dreamer,[]
AiMajor,[]
Aimee Mann,"['folk', 'lilith', 'new wave pop', 'permanent wave', 'pop rock']"
Aimee',"['folk', 'lilith', 'new wave pop', 'permanent wave', 'pop rock']"
Aimoon,"['progressive trance', 'progressive uplifting trance', 'russian trance', 'uplifting trance']"
Aine Minogue,"['celtic', 'new age', 'string folk']"
Aino Jawo,[]
Air,"['pop punk', 'pop rock', 'socal pop punk']"
Air Supply,"['adult standards', 'mellow gold', 'soft rock']"
Air Traffic Controller,"['folk-pop', 'hopebeat', 'indie poptimism', 'indiecoustica', 'shimmer pop', 'shiver pop', 'stomp and holler']"
Airbase,"['progressive house', 'trance', 'uplifting trance']"
Airborn,"['indie pop', 'indie rock', 'la indie', 'metropopolis', 'modern alternative rock', 'modern rock', 'stomp and holler']"
Airbourne,"['glam metal', 'hard rock', 'metal', 'rock', 'wrestling']"
Airplay,"['deep soft rock', 'yacht rock']"
Airship Express,[]
Airum,[]
Airwave,"['pop punk', 'pop rock', 'socal pop punk']"
Airwolf,['australian house']
Aisata,[]
Aitor Ronda,['re:techno']
AJ Michalka,[]
AJ Mitchell,"['electropop', 'indie cafe pop', 'pop', 'post-teen pop', 'social media pop']"
AJ Rafael,"['opm', 'viral pop']"
Aj Sam,[]
Ajay Stevens,[]
Ajda Pekkan,"['turkish jazz', 'turkish pop', 'turkish psych']"
Ajit Merchant,[]
Ajita Buddha,[]
AJJ,"['acoustic punk', 'anti-folk', 'folk punk']"
AJR,['modern rock']
AJZ,['serbian hip hop']
AK97,[]
AKA ChaP in 00'S,[]
Aka Odko,"['mongolian hip hop', 'mongolian pop']"
Akademie für Alte Musik Berlin,"['barockinterpreten', 'baroque ensemble', 'choral', 'classical performance', 'historically informed performance']"
Akala,"['conscious hip hop', 'grime', 'political hip hop']"
Akami,[]
Akano,['otacore']
AkaPella,"['trap venezolano', 'venezuelan hip hop']"
Akesson,['uplifting trance']
Aki Bergen,[]
Akin,"['country', 'country road', 'country rock', 'modern country rock']"
Akina Nakamori,"['j-pop', 'japanese new wave', 'kayokyoku', 'techno kayo']"
Akinyele,"['east coast hip hop', 'hardcore hip hop', 'queens hip hop']"
Akira Ishikawa,['classic japanese jazz']
Akitoshi Igarashi,['japanese jazz']
Akkineni Nageswara Rao,[]
AKLO,['j-rap']
Akon,['dance pop']
AKP Machhi,[]
AKR-FITW,[]
Akriti Kakkar,['modern bollywood']
Aku,['australian alternative pop']
Akwid,"['chicano rap', 'latin hip hop', 'mexican hip hop']"
Al Alberts,"['australian pop', 'australian singer-songwriter', 'folk-pop', 'indie anthem-folk']"
Al B. Sure!,"['funk', 'new jack swing', 'post-disco', 'quiet storm', 'r&b', 'urban contemporary']"
Al Bano,['classic italian pop']
Al Bano And Romina Power,[]
Al Bowlly,"['adult standards', 'big band', 'british dance band', 'swing']"
Al Caiola,"['adult standards', 'easy listening', 'exotica', 'lounge']"
Al Casey,[]
Al Chernet,[]
Al Cohn,"['bebop', 'cool jazz', 'hard bop', 'jazz saxophone']"
Al Corley,[]
Al Dexter & His Troopers,['country boogie']
Al Di Meola,"['flamenco guitar', 'jazz fusion', 'jazz guitar']"
Al Dogg,[]
Al Ferox,[]
Al Green,"['classic soul', 'funk', 'memphis soul', 'quiet storm', 'soul', 'soul blues', 'southern soul']"
Al Gromer Khan,"['kirtan', 'meditation', 'new tribe', 'sitar', 'world fusion']"
Al Haig Quartet,[]
Al Haig Trio,['jazz trio']
Al Hazan,[]
Al Hibbler,[]
Al Hirt,"['adult standards', 'dixieland', 'easy listening', 'jazz trumpet', 'lounge', 'new orleans jazz', 'space age pop']"
Al Hudson,[]
Al Hug,"['post-romantic era', 'swedish classical']"
Al Hurricane,['new mexico music']
"Al Hurricane, Jr.",['new mexico music']
Al Jarreau,"['adult standards', 'jazz funk', 'quiet storm', 'smooth jazz', 'soft rock', 'vocal jazz', 'yacht rock']"
Al Johnson,['background music']
Al Jolson,"['big band', 'swing', 'tin pan alley']"
Al Kooper,"['blues', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'psychedelic rock', 'rock keyboard']"
Al Martino,"['adult standards', 'brill building pop', 'easy listening', 'lounge']"
Al Philip Jere Syncopators,[]
Al Stewart,"['album rock', 'art rock', 'classic rock', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'mellow gold', 'progressive rock', 'soft rock', 'symphonic rock']"
Al Stillman,['tin pan alley']
Al Valdés y su Orquesta,[]
Al Wilson,"['classic soul', 'motown', 'northern soul']"
AL!AS,"['melodic metalcore', 'metalcore', 'trancecore', 'uk metalcore']"
Al. Bebe,[]
Alaa,['arab alternative']
Alabama,"['country', 'country road', 'country rock']"
Alabama 3,[]
Alabama Shakes,"['alabama indie', 'indie rock', 'modern blues rock', 'rock']"
Alabina,['arab pop']
Alacranes Musical,"['corrido', 'duranguense', 'regional mexican']"
Alaera,[]
Alaíde Costa,"['bossa nova', 'velha guarda']"
Alain Barrière,"['chanson', 'ye ye']"
Alain Bashung,"['chanson', 'french indie pop', 'french pop', 'french rock', 'nouvelle chanson francaise']"
Alain Boublil,['broadway']
Alain Delon,[]
Alain Planes,"['classical piano', 'french classical piano']"
Alain Souchon,"['chanson', 'french indie pop', 'french pop', 'french rock', 'nouvelle chanson francaise']"
Alam Raj,[]
Alamid,['pinoy rock']
Alan Braden,"['library music', 'operetta']"
Alan Bristow,[]
Alan Cumming,"['broadway', 'show tunes']"
Alan Davey's Eclectic Devils,[]
Alan Davies,[]
Alan Dudley,[]
Alan Friedman,[]
Alan Gilbert,"['classical performance', 'orchestral performance']"
Alan Hale,[]
Alan Hawkshaw,"['exotica', 'library music', 'lounge', 'spytrack']"
Alan Howarth,"['classic soundtrack', 'horror synth', 'soundtrack']"
Alan Jackson,"['contemporary country', 'country', 'country road']"
Alan Jay Lerner,[]
Alan King,[]
Alan Lomax,"['appalachian folk', 'spirituals', 'traditional blues', 'traditional folk']"
Alan Loveday,[]
Alan Menken,"['broadway', 'disney', 'hollywood', 'movie tunes', 'show tunes']"
Alan Mills,['american folk revival']
Alan Mills and the Four Shipmates,[]
Alan Moorhouse,"['library music', 'spytrack']"
Alan Morris,"['progressive trance', 'progressive uplifting trance', 'uplifting trance']"
Alan Parker,"['library music', 'spytrack']"
Alan Parsons,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'soft rock', 'symphonic rock']"
Alan Silvestri,['soundtrack']
Alan Sorrenti,"['classic italian pop', 'italian adult pop']"
Alan Tam,"['c-pop', 'cantopop', 'classic cantopop']"
Alan Tepley,[]
Alan Titus,[]
Alan Vega,"['no wave', 'post-punk', 'synth punk']"
Alan Walker,['electro house']
Alan Watts,['free folk']
Alan Wayne,[]
Alan Wilder,[]
Alana Aldea,[]
Alanis Morissette,"['alternative rock', 'canadian pop', 'canadian singer-songwriter', 'pop rock', 'singer-songwriter']"
Alannah Myles,"['classic canadian rock', 'new wave pop']"
Alas,"['compositional ambient', 'focus']"
Alasdair Fraser,"['celtic', 'irish folk', 'jig and reel', 'scottish fiddle', 'scottish folk', 'string folk']"
Alaska Y Dinarama,"['spanish new wave', 'spanish pop', 'spanish synthpop']"
Alaska Y Los Pegamoides,['spanish new wave']
Alauddin,[]
Alban Berg,"['classical', 'classical performance', 'streichquartett', 'string quartet']"
Alban Berg Quartett,"['classical', 'classical performance', 'streichquartett', 'string quartet']"
Albeli,[]
Albert,"['australian pop', 'australian singer-songwriter', 'folk-pop', 'indie anthem-folk']"
Albert Ammons & Pete Johnson,['boogie-woogie']
Albert Ayler,"['avant-garde', 'avant-garde jazz', 'experimental', 'free improvisation', 'free jazz', 'jazz saxophone']"
Albert Collins,"['blues', 'blues rock', 'electric blues', 'modern blues', 'texas blues']"
Albert Cornellier,[]
Albert Hammond,"['dance-punk', 'garage rock', 'indie rock', 'modern rock', 'punk blues', 'rock']"
Albert Hay Malotte,[]
Albert King,"['blues', 'blues rock', 'classic rock', 'electric blues', 'memphis soul', 'soul blues', 'traditional blues']"
Albert Linville,[]
Albert Lortzing,"['classical era', 'german opera', 'german romanticism']"
Albert Préjean,['vintage chanson']
Albert Schweitzer,[]
Albert Vorne,[]
Alberta Hunter,['harlem renaissance']
Albertina Walker,"['contemporary gospel', 'gospel']"
Alberto Albertini,[]
Alberto Arenas,['vintage tango']
Alberto Beltran,['bolero']
Alberto Cortez,"['bolero', 'cantautor', 'nueva cancion', 'pop romantico', 'ranchera', 'trova']"
Alberto Erede,['opera']
Alberto Feria,['hard minimal techno']
Alberto Fontán Luna,[]
Alberto Ginastera,"['early modern classical', 'latin classical', 'neoclassicism']"
Alberto Gomez,['vintage tango']
Alberto Martini,['italian violin']
Alberto Molon,[]
Alberto Pacheco,['cumbia']
Alberto Pedraza,"['cumbia', 'cumbia sonidera']"
Alberto Pedraza Islas,[]
Alberto Rabagliati,"['classic italian pop', 'swing italiano', 'vintage italian pop']"
Alberto Ruiz,[]
Alberto Ruiz Lavadenz,[]
Alberto Vazquez,"['bolero', 'mexican rock-and-roll', 'pop romantico', 'ranchera']"
Alberto Y Roberto,['grupera']
Albino Gaggi,[]
Albion,['dunedin indie']
Alborosie,"['modern reggae', 'reggae', 'roots reggae']"
Alcatrazz,"['album rock', 'glam metal', 'hard rock', 'metal', 'neo classical metal']"
Alceo Galliera,[]
Alceu Valença,"['manguebeat', 'mpb', 'nova musica pernambucana']"
Alchemix,[]
Alchemy Rox,[]
Alchimyst,[]
Alcides Briceño,[]
Alcides Caminha,[]
Alcoholics Anonymous,[]
Alda Noni,"['classical soprano', 'italian soprano', 'vintage schlager']"
Aldenhoff,[]
Aldo Bergamasco,[]
Aldo Bertocci,[]
Aldo Cadiz,['electronica chilena']
Aldo Campoamor,['vintage tango']
Aldo Campoamor & Hector Insua,[]
Aldo Ciccolini,"['classical piano', 'italian classical piano']"
Aldo Donà,['vintage italian pop']
Aldo Dona & Elena Beltrami con Orchestra Pippo Barzizza,[]
Aldo Marin,[]
Aldo Martinez,[]
Aldo Monges,['pop romantico']
Aldo Nova,"['album rock', 'canadian metal', 'classic canadian rock', 'glam metal', 'hard rock']"
Aldo Protti,"['classical baritone', 'italian baritone']"
Aldo Trujillo,"['corrido', 'corridos tumbados', 'nuevo regional mexicano', 'regional mexican', 'sierreno']"
Ale Mask,[]
Aleanne Francois,['haitian traditional']
"Alec ""Guitar Slim"" Seward",[]
Alec Benjamin,"['electropop', 'pop']"
Alec Redshaw,[]
Alec Sun Drae,[]
Alec Wilder,['tin pan alley']
Aled Jones,['operatic pop']
Aled Mann,[]
Alegra,[]
Alegre All Stars,"['latin jazz', 'salsa international']"
Alejandra Guzman,"['latin', 'latin arena pop', 'latin pop', 'mexican pop', 'ranchera', 'rock en espanol']"
Alejandra Zambrini,[]
Alejandro Algara,['bolero mexicano']
Alejandro Cardona,[]
Alejandro Dario,[]
Alejandro Fernández,"['latin', 'latin arena pop', 'latin pop', 'mariachi', 'mexican pop', 'ranchera', 'regional mexican']"
Alejandro Filio,"['cantautor', 'nueva cancion', 'trova', 'trova mexicana']"
Alejandro Lerner,"['argentine rock', 'latin pop', 'rock nacional']"
alejandro ramirez silva,[]
Alejandro Sanz,"['cantautor', 'latin', 'latin arena pop', 'latin pop', 'mexican pop', 'rock en espanol', 'spanish pop']"
Alejandro Vivanco,['minimal tech house']
Aleko Efendi,[]
Alekos Dimou,[]
Alekos Kitsakis,['rebetiko']
Aleks Syntek,"['latin', 'latin alternative', 'latin arena pop', 'latin pop', 'latin rock', 'mexican pop', 'rock en espanol']"
Aleksandar Sarev,[]
Aleksandar Stanic,[]
Aleksandra Coneva,[]
Aleksey Litunov,[]
Aleksey Vanchuk,[]
Aleksey Yakovlev,[]
Aleksis Zoympas-Violi,[]
Alen,['ukrainian classical piano']
Alena,['ukrainian classical piano']
Alena Cherny,['ukrainian classical piano']
Alessandra De Negri,[]
Alessandra Roncone,['italian trance']
Alessandro,"['italian tenor', 'operatic pop']"
Alessandro Batazzi,[]
Alessandro Corbelli,"['classical baritone', 'italian baritone', 'opera']"
Alessandro Grops,[]
Alessandro Marcello,"['baroque', 'early music', 'italian baroque']"
Alessandro Molinaro,[]
Alessandro Pintucci,[]
Alessandro Safina,"['italian tenor', 'operatic pop']"
Alessandro Scarlatti,"['baroque', 'classical', 'early music', 'italian baroque', 'italian opera']"
Alessi Brothers,['yacht rock']
Alessia Cara,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'electropop', 'pop', 'pop dance', 'post-teen pop']"
Alessio Bax,"['classical piano', 'italian classical piano']"
Alessio Mereu,[]
Alesso,"['big room', 'dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house', 'tropical house']"
Alestorm,"['british power metal', 'comic', 'comic metal', 'metal', 'pirate', 'power metal', 'scottish metal']"
Alex,"['indie cafe pop', 'indie pop', 'pop', 'social media pop']"
Alex & Sierra,"['indie cafe pop', 'neo mellow', 'pop', 'post-teen pop', 'viral pop']"
Alex Agore,['deep soul house']
Alex Banin,[]
Alex Bueno,"['bachata', 'bachata dominicana', 'latin', 'merengue', 'tropical']"
Alex Bueno y Su Orquesta,['merengue']
Alex Bugnon,['smooth jazz']
Alex Campos,"['latin christian', 'latin worship', 'mariachi cristiano', 'reggaeton cristiano']"
Alex Clare,['modern alternative rock']
Alex Cortex,[]
Alex D'Elia,[]
Alex Daytona,[]
Alex DB,[]
Alex de Grassi,"['christmas instrumental', 'fingerstyle', 'new age']"
Alex Denne,[]
Alex Ender,[]
Alex Foster,[]
Alex G,"['alternative rock', 'art pop', 'freak folk', 'indie folk', 'indie garage rock', 'indie pop', 'indie rock', 'lo-fi indie', 'philly indie']"
Alex Gaard,[]
Alex Gargolas,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']"
Alex Gaudino,"['disco house', 'edm', 'electro house', 'vocal house']"
Alex Geralead,[]
Alex Guesta,['deep uplifting trance']
Alex Holmes,[]
Alex Hope,[]
Alex K,['contemporary country']
Alex Kas,[]
Alex Klingle,['progressive trance']
Alex Kork,[]
Alex Kunnari,"['finnish edm', 'progressive trance', 'trance', 'uplifting trance']"
Alex Lacamoire,[]
Alex Leavon,['progressive trance']
Alex Lemon,[]
Alex M.O.R.P.H.,"['german techno', 'german trance', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']"
Alex Manga,['vallenato moderno']
Alex Manuel,[]
Alex Markachev,['re:techno']
Alex Metric,['uk dance']
Alex Monakhov,[]
Alex Natale DJ,[]
Alex Newell,['indie poptimism']
Alex Numark,[]
Alex O’rion,"['focus trance', 'organic house']"
Alex Orbison,[]
Alex Panchenco,[]
Alex Pich,['progressive trance house']
Alex Portarulo DJ,[]
Alex Price,[]
Alex Pro,['tecnobanda']
Alex Raider,[]
Alex Remark,[]
Alex Rose,"['latin', 'reggaeton', 'reggaeton flow', 'trap latino']"
Alex Sonata,"['progressive house', 'progressive trance', 'trance', 'uplifting trance']"
Alex Sonata & TheRio,"['progressive house', 'progressive trance', 'trance', 'uplifting trance']"
Alex Spite,[]
Alex TorgashOFF,[]
Alex Turner,"['modern rock', 'rock', 'sheffield indie']"
Alex Ubago,"['latin', 'latin arena pop', 'latin pop', 'spanish pop', 'spanish pop rock']"
Alex Van Halen,['rock drums']
Alex van ReeVe,[]
Alex Vargas,['danish pop']
Alex Vlassoff,[]
Alex Xanok,[]
Alexa Vega,[]
Alexander 'Skip' Spence,"['british folk', 'cosmic american', 'experimental', 'outsider', 'psychedelic rock']"
Alexander 23,"['indie cafe pop', 'indie pop', 'pop', 'social media pop']"
Alexander Acha,"['latin', 'latin arena pop', 'latin pop', 'mexican pop']"
Alexander Baillie,['classical cello']
Alexander Borisov,[]
Alexander Borodin,"['classical', 'late romantic era', 'russian romanticism']"
Alexander Brass Band,[]
Alexander Briger,[]
Alexander Broussard,[]
Alexander Courage,"['classic soundtrack', 'theme']"
Alexander East,[]
Alexander Glazunov,"['post-romantic era', 'russian romanticism']"
Alexander Gretchaninov,"['russian modern classical', 'russian romanticism']"
Alexander Hilsberg,['historic orchestral performance']
Alexander I,['russian romanticism']
Alexander King,"['country rap', 'redneck']"
Alexander Kipnis,['classical bass']
Alexander Klinger,[]
Alexander Maier,['deep techno']
Alexander Malter,['contemporary classical piano']
Alexander Miroshnichenko,[]
Alexander O'Neal,"['disco', 'funk', 'minneapolis sound', 'new jack swing', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']"
Alexander Oliver,[]
Alexander Popov,"['progressive house', 'progressive trance', 'russian trance', 'trance', 'uplifting trance']"
Alexander Rahbari,[]
Alexander Robotnick,['electro']
Alexander Rosenbaum,"['bard', 'classic russian pop', 'russian chanson', 'russian rock']"
Alexander Rybak,['eurovision']
Alexander Schneider,[]
Alexander Schneider Quintet,[]
Alexander Scholuch,[]
Alexander Schreiner,[]
Alexander Scriabin,"['early modern classical', 'impressionism', 'late romantic era', 'russian romanticism']"
Alexander String Quartet,['string quartet']
Alexander Tarasov,[]
Alexander Young,[]
Alexander Zakin,[]
Alexandra,"['bachata', 'bachata dominicana', 'latin', 'tropical']"
Alexandra Badoi,[]
Alexandra Stan,"['dance pop', 'electropop', 'pop dance', 'romanian pop']"
Alexandre Bergheau,[]
Alexandre Brailowsky,[]
Alexandre Desplat,"['compositional ambient', 'french soundtrack', 'hollywood', 'soundtrack']"
Alexandre Pires,"['axe', 'pagode']"
Alexandre Tansman,"['early modern classical', 'neoclassicism']"
Alexandre Tharaud,"['classical performance', 'classical piano', 'french classical piano']"
Alexandria Edington,[]
Alexandrovův pěvecký a taneční soubor Rudého praporu Sovětské armády,[]
AlexDeVega,[]
Alexei Lubimov,"['classical piano', 'historical keyboard', 'russian classical piano']"
Alexey Selin,[]
Alexey Sonar,[]
AlexFire,[]
Alexi Murdoch,"['acoustic pop', 'british singer-songwriter', 'indie folk', 'neo mellow', 'stomp and holler']"
Alexis Descharmes,[]
Alexis Korner's Blues Incorporated,"['british blues', 'british invasion']"
